n,gram,base_gram_mean_count,found_gram_count,manual_q1_q3,manual_median,found_prob,diff_from_iqr
3,SE,SN,WR,338.333333,30,0.100137–0.129940,0.118360,0.074627,0.025510
3,WR,D,WR,30.750000,11,0.007914–0.011884,0.009832,0.027363,0.015479
3,SN,SE,SN,65.750000,1,0.016524–0.026425,0.021535,0.002488,0.014037
3,WR,LD,LD,63.416667,1,0.014155–0.020921,0.017009,0.002488,0.011667
3,SE,SN,SE,66.166667,2,0.016606–0.026304,0.021845,0.004975,0.011630
3,SN,WR,WR,116.666667,7,0.028483–0.039908,0.033845,0.017413,0.011070
3,WR,WR,LD,99.000000,7,0.026517–0.031115,0.029321,0.017413,0.009104
3,D,SE,SN,42.750000,2,0.012847–0.015892,0.013825,0.004975,0.007871
3,SE,LD,SE,0.083333,3,0.000000–0.000000,0.000000,0.007463,0.007463
3,SE,SN,SN,29.666667,3,0.000000–0.000000,0.000000,0.007463,0.007463
3,LD,LD,SE,37.333333,0,0.007420–0.012140,0.009730,0.000000,0.007420
3,D,D,N,0.250000,3,0.000000–0.000052,0.000000,0.007463,0.007411
3,D,N,WR,0.666667,3,0.000000–0.000414,0.000000,0.007463,0.007048
3,WR,SE,SN,99.083333,8,0.026824–0.038580,0.031572,0.019900,0.006923
3,SN,WR,LD,129.500000,11,0.034273–0.054781,0.040242,0.027363,0.006910
3,SN,LD,SE,1.000000,3,0.000000–0.000677,0.000000,0.007463,0.006786
3,SE,SN,LD,2.083333,3,0.000000–0.001065,0.000322,0.007463,0.006398
3,PH,WR,D,3.250000,3,0.000553–0.001424,0.000923,0.007463,0.006038
3,WR,LD,D,25.500000,0,0.005970–0.009420,0.007380,0.000000,0.005970
3,D,LD,SE,32.833333,7,0.007801–0.012101,0.009468,0.017413,0.005312
3,E,D,D,0.000000,2,0.000000–0.000000,0.000000,0.004975,0.004975
3,LD,SE,LD,0.083333,2,0.000000–0.000000,0.000000,0.004975,0.004975
3,SE,SN,N,0.000000,2,0.000000–0.000000,0.000000,0.004975,0.004975
3,WR,SN,D,0.083333,2,0.000000–0.000000,0.000000,0.004975,0.004975
3,SE,D,D,0.166667,2,0.000000–0.000000,0.000000,0.004975,0.004975
3,D,SN,WR,0.333333,2,0.000000–0.000000,0.000000,0.004975,0.004975
3,N,LD,SE,0.000000,2,0.000000–0.000000,0.000000,0.004975,0.004975
3,SN,N,LD,0.000000,2,0.000000–0.000000,0.000000,0.004975,0.004975
3,SN,LD,SN,0.000000,2,0.000000–0.000000,0.000000,0.004975,0.004975
3,E,SE,WR,0.000000,2,0.000000–0.000000,0.000000,0.004975,0.004975
